[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
[0, 51, 47, 65, 74, 74, 74, 73, 56, 29, 41, 26, 0, 26, 26, 26, 54, 57, 54, 54, 41, 42, 41, 45, 45, 45, 45, 45, 43, 42, 47, 54, 52, 53, 53, 54, 54, 51, 54, 54, 48, 45, 45, 41, 36, 36, 41, 45, 45, 45, 43, 42, 38, 32, 36, 51, 48, 48, 54, 54, 48, 48, 51, 52, 57, 60, 61, 62, 62, 60, 57, 54, 54, 51, 36, 21, 29, 29, 32, 45, 26, 26, 41, 36, 36, 38, 36, 42, 48, 43, 41, 45, 26, 0, 26, 26, 26, 45, 45, 45, 54, 49, 49, 56, 45, 41, 45, 26, 26, 48, 49, 48, 35, 35, 26, 53, 54, 58, 54, 14, 21, 0, 0, 0, 14, 41, 56, 63, 64, 60, 57, 54, 54, 54, 47, 43, 51, 43, 47, 55, 47, 43, 48, 32, 29, 38, 36, 36, 29, 27, 36, 48, 56, 60, 63, 60, 54, 54, 54, 48, 43, 42, 43, 54, 56, 63, 69, 69, 71, 73, 72, 70, 70, 66, 64, 68, 64, 61, 56, 54, 57, 45, 27, 26, 29, 35, 27, 10, 0, 0, 0, 0, 26, 45, 41, 43, 48, 42, 35, 48, 48, 42, 49, 38, 29, 41, 26, 26, 45, 26, 26, 45, 26, 26, 45, 26, 26, 41, 29, 32, 48, 45, 41, 41, 21, 21, 41, 45, 45, 41, 21, 32, 51, 54, 58, 57, 54, 51, 47, 36, 32, 45, 41, 43, 53, 48, 43, 48, 32, 29, 38, 29, 10, 0, 0, 26, 41, 27, 41, 54, 54, 54, 48, 45, 45, 48, 54, 59, 58, 47, 42, 46, 42, 47, 60, 60, 60, 65, 54, 42, 42, 36, 41, 45, 41, 42, 51, 51, 42, 38, 51, 47, 49, 58, 57, 54, 54, 48, 48, 0]
[0, 47, 41, 66, 75, 74, 74, 73, 57, 35, 36, 21, 0, 21, 29, 32, 48, 48, 51, 54, 43, 36, 29, 26, 32, 41, 45, 45, 48, 48, 48, 54, 48, 49, 54, 56, 56, 56, 56, 56, 56, 54, 48, 45, 41, 36, 29, 32, 41, 45, 41, 36, 36, 41, 48, 54, 48, 48, 54, 54, 52, 54, 56, 59, 60, 60, 60, 61, 61, 60, 60, 58, 51, 41, 29, 26, 27, 21, 21, 43, 36, 32, 45, 41, 36, 42, 42, 42, 48, 36, 32, 41, 27, 21, 29, 29, 32, 45, 45, 45, 48, 45, 51, 56, 48, 45, 45, 32, 36, 53, 53, 48, 41, 43, 41, 48, 48, 54, 49, 19, 14, 26, 21, 14, 27, 36, 52, 63, 63, 60, 58, 54, 54, 51, 41, 42, 53, 48, 48, 56, 46, 41, 48, 42, 35, 42, 42, 35, 35, 27, 36, 51, 54, 60, 65, 63, 60, 58, 54, 48, 45, 48, 48, 56, 57, 61, 67, 69, 72, 74, 74, 72, 71, 66, 62, 66, 62, 56, 49, 42, 41, 35, 41, 41, 36, 35, 35, 27, 14, 21, 21, 10, 26, 41, 36, 42, 48, 42, 35, 48, 48, 42, 53, 43, 32, 41, 29, 29, 43, 36, 32, 45, 26, 26, 45, 26, 26, 45, 26, 32, 54, 48, 42, 43, 19, 14, 32, 45, 45, 45, 21, 35, 54, 54, 57, 60, 58, 48, 35, 21, 26, 45, 45, 48, 54, 48, 42, 48, 42, 27, 26, 27, 21, 10, 0, 26, 45, 32, 43, 56, 54, 54, 48, 45, 45, 48, 54, 58, 56, 41, 42, 41, 41, 51, 60, 60, 60, 65, 54, 48, 48, 41, 32, 32, 41, 48, 54, 47, 36, 32, 51, 54, 54, 54, 54, 54, 54, 52, 54, 0]
[0, 65, 66, 70, 75, 74, 73, 72, 57, 35, 27, 10, 0, 10, 29, 38, 42, 47, 52, 59, 61, 56, 48, 45, 45, 45, 48, 54, 57, 57, 57, 61, 62, 64, 67, 68, 68, 67, 64, 64, 66, 65, 62, 58, 56, 54, 48, 49, 54, 56, 56, 54, 53, 54, 57, 60, 57, 57, 60, 60, 61, 63, 64, 67, 69, 70, 70, 69, 69, 70, 69, 64, 56, 49, 45, 45, 41, 32, 21, 32, 41, 43, 48, 48, 47, 51, 47, 41, 48, 35, 27, 26, 21, 27, 32, 26, 36, 45, 45, 45, 45, 45, 48, 56, 51, 45, 48, 41, 43, 53, 53, 48, 42, 32, 38, 35, 41, 48, 45, 36, 35, 41, 43, 36, 51, 59, 67, 69, 68, 67, 64, 57, 54, 51, 48, 51, 54, 54, 57, 60, 51, 48, 54, 47, 42, 51, 47, 42, 47, 45, 54, 64, 65, 68, 69, 68, 67, 64, 60, 57, 59, 61, 60, 62, 65, 67, 70, 71, 74, 76, 76, 76, 76, 74, 73, 73, 72, 72, 71, 67, 56, 32, 10, 14, 21, 29, 29, 27, 26, 29, 29, 29, 35, 42, 35, 42, 48, 41, 42, 51, 51, 47, 52, 51, 47, 42, 35, 35, 42, 43, 41, 45, 26, 26, 45, 32, 36, 48, 41, 51, 58, 51, 51, 51, 41, 36, 47, 51, 51, 54, 52, 60, 68, 69, 70, 70, 66, 60, 54, 48, 48, 54, 54, 60, 62, 54, 51, 54, 47, 32, 21, 10, 14, 14, 10, 36, 48, 47, 54, 63, 62, 60, 57, 56, 56, 57, 60, 60, 57, 51, 48, 52, 55, 58, 64, 64, 64, 66, 58, 53, 49, 45, 45, 49, 54, 57, 60, 57, 54, 51, 56, 61, 61, 60, 60, 60, 60, 61, 63, 0]
[0, 74, 75, 75, 77, 74, 72, 69, 56, 29, 10, 0, 0, 0, 21, 36, 36, 45, 56, 62, 64, 62, 58, 56, 54, 48, 49, 54, 59, 61, 61, 63, 64, 67, 68, 68, 68, 68, 68, 68, 67, 66, 66, 65, 63, 63, 63, 62, 61, 60, 58, 56, 57, 57, 57, 60, 60, 63, 65, 65, 64, 62, 62, 65, 68, 69, 70, 71, 71, 70, 68, 63, 58, 54, 48, 45, 45, 45, 45, 48, 51, 51, 54, 54, 54, 54, 48, 43, 47, 35, 21, 10, 10, 29, 38, 29, 32, 45, 41, 45, 48, 41, 45, 56, 49, 49, 54, 45, 45, 54, 54, 48, 42, 26, 29, 29, 36, 41, 48, 49, 47, 43, 49, 54, 65, 69, 72, 71, 68, 67, 64, 60, 53, 51, 48, 51, 57, 62, 64, 65, 60, 54, 54, 48, 48, 54, 48, 48, 58, 63, 69, 72, 72, 72, 71, 67, 63, 60, 61, 59, 57, 57, 58, 63, 66, 66, 68, 70, 72, 76, 77, 78, 79, 79, 78, 78, 78, 78, 78, 76, 73, 69, 61, 51, 32, 14, 27, 32, 36, 32, 32, 38, 42, 46, 41, 41, 51, 47, 41, 48, 47, 51, 54, 51, 51, 47, 35, 36, 41, 45, 45, 45, 26, 26, 45, 41, 48, 54, 54, 60, 62, 58, 54, 51, 48, 56, 64, 64, 67, 71, 72, 74, 75, 74, 74, 72, 68, 65, 63, 64, 67, 69, 69, 69, 68, 63, 57, 51, 42, 41, 45, 41, 26, 10, 21, 43, 52, 54, 60, 68, 68, 65, 64, 63, 63, 62, 61, 60, 60, 56, 53, 58, 59, 60, 66, 64, 64, 64, 54, 48, 45, 48, 54, 57, 60, 61, 61, 57, 56, 56, 56, 58, 61, 64, 65, 65, 65, 64, 62, 0]
[0, 74, 74, 76, 76, 70, 65, 64, 51, 29, 10, 0, 10, 14, 19, 29, 19, 29, 45, 51, 53, 53, 48, 32, 26, 32, 42, 42, 45, 53, 52, 48, 45, 45, 45, 45, 48, 54, 56, 56, 57, 57, 57, 57, 56, 56, 56, 54, 49, 45, 45, 45, 48, 48, 48, 54, 51, 51, 57, 58, 52, 47, 36, 32, 48, 54, 58, 61, 61, 58, 56, 54, 48, 32, 32, 41, 45, 41, 36, 42, 41, 48, 56, 51, 47, 48, 35, 29, 36, 21, 0, 0, 21, 36, 36, 21, 26, 45, 32, 43, 54, 38, 45, 56, 45, 51, 56, 45, 45, 58, 56, 45, 36, 0, 14, 21, 29, 38, 54, 53, 48, 41, 45, 54, 64, 68, 66, 63, 54, 48, 45, 45, 41, 41, 35, 47, 60, 62, 62, 62, 54, 48, 47, 36, 35, 48, 41, 47, 60, 62, 66, 70, 68, 63, 58, 41, 36, 36, 42, 38, 47, 48, 45, 45, 45, 49, 51, 48, 52, 66, 71, 74, 76, 76, 76, 77, 77, 77, 77, 76, 75, 73, 69, 63, 54, 27, 14, 32, 41, 41, 32, 29, 35, 42, 42, 35, 42, 43, 38, 43, 42, 42, 53, 48, 48, 48, 36, 41, 45, 45, 45, 45, 26, 26, 45, 45, 54, 57, 54, 60, 60, 48, 41, 42, 42, 58, 65, 66, 69, 72, 72, 73, 73, 70, 68, 64, 60, 62, 63, 65, 68, 69, 69, 69, 65, 59, 54, 45, 36, 29, 26, 29, 27, 10, 26, 45, 54, 57, 61, 67, 65, 60, 57, 56, 56, 54, 52, 54, 54, 48, 48, 54, 51, 54, 61, 56, 57, 57, 36, 29, 27, 26, 32, 47, 51, 48, 47, 42, 41, 45, 45, 49, 54, 57, 60, 58, 54, 47, 41, 0]
[0, 74, 74, 75, 73, 65, 58, 56, 36, 29, 21, 10, 27, 26, 27, 29, 26, 47, 48, 48, 53, 52, 51, 36, 26, 36, 42, 42, 43, 48, 51, 49, 51, 48, 45, 45, 45, 45, 45, 45, 49, 53, 53, 54, 56, 56, 56, 56, 54, 51, 54, 56, 54, 49, 48, 54, 51, 51, 58, 54, 52, 53, 48, 45, 48, 54, 56, 56, 56, 56, 54, 53, 55, 49, 49, 54, 56, 56, 56, 57, 57, 58, 60, 51, 41, 48, 35, 29, 27, 10, 0, 10, 29, 38, 29, 19, 29, 41, 26, 32, 54, 43, 48, 56, 45, 48, 54, 48, 49, 61, 56, 45, 32, 14, 10, 26, 32, 48, 59, 52, 48, 47, 48, 56, 64, 66, 60, 54, 41, 36, 26, 29, 26, 41, 47, 57, 66, 64, 62, 60, 45, 45, 43, 32, 35, 48, 47, 54, 64, 64, 64, 66, 60, 47, 35, 14, 27, 35, 35, 36, 51, 48, 41, 32, 32, 41, 45, 45, 48, 57, 63, 69, 74, 75, 76, 76, 76, 77, 78, 78, 78, 77, 75, 72, 70, 63, 48, 35, 19, 27, 29, 21, 21, 36, 32, 29, 41, 41, 36, 42, 43, 41, 48, 45, 45, 45, 41, 45, 48, 49, 48, 48, 35, 35, 52, 54, 60, 65, 64, 66, 63, 54, 49, 54, 60, 68, 71, 72, 73, 74, 74, 74, 73, 71, 68, 64, 64, 67, 69, 71, 72, 72, 72, 71, 68, 63, 58, 56, 54, 48, 45, 45, 48, 45, 43, 51, 61, 65, 66, 68, 65, 58, 48, 45, 45, 48, 53, 54, 54, 48, 48, 54, 51, 54, 58, 52, 54, 54, 26, 26, 32, 21, 36, 51, 47, 42, 47, 48, 45, 45, 45, 48, 52, 53, 54, 51, 47, 36, 27, 0]
[0, 75, 74, 73, 69, 63, 54, 41, 29, 29, 21, 14, 26, 10, 27, 36, 43, 54, 53, 51, 53, 54, 54, 48, 45, 48, 48, 48, 48, 49, 57, 61, 63, 63, 63, 63, 61, 58, 56, 56, 56, 57, 59, 61, 63, 63, 63, 63, 63, 63, 63, 63, 60, 51, 48, 54, 54, 58, 64, 67, 68, 68, 67, 64, 63, 63, 63, 63, 63, 63, 62, 60, 60, 62, 64, 64, 63, 64, 66, 66, 66, 64, 60, 55, 53, 54, 48, 41, 32, 21, 10, 21, 29, 32, 26, 14, 26, 36, 26, 26, 48, 45, 54, 56, 45, 45, 51, 48, 54, 64, 57, 48, 35, 21, 14, 36, 47, 58, 60, 54, 54, 54, 54, 58, 64, 64, 57, 51, 36, 43, 45, 45, 45, 54, 60, 66, 70, 66, 60, 57, 49, 51, 48, 45, 48, 54, 54, 60, 68, 68, 66, 64, 54, 42, 38, 36, 41, 43, 42, 47, 54, 48, 45, 48, 54, 56, 58, 60, 61, 64, 67, 70, 74, 76, 77, 77, 77, 77, 78, 79, 79, 80, 78, 77, 77, 74, 69, 64, 61, 62, 56, 45, 26, 26, 27, 36, 45, 35, 42, 47, 48, 49, 48, 41, 43, 49, 45, 45, 56, 54, 52, 54, 48, 52, 64, 66, 68, 71, 71, 69, 67, 67, 68, 70, 72, 73, 75, 76, 76, 77, 77, 76, 76, 74, 72, 71, 71, 71, 72, 73, 74, 74, 74, 73, 72, 70, 69, 67, 64, 63, 61, 57, 54, 60, 63, 67, 71, 71, 70, 70, 68, 60, 53, 51, 48, 49, 53, 52, 54, 48, 48, 54, 54, 58, 57, 54, 54, 52, 35, 35, 47, 43, 48, 54, 48, 48, 54, 53, 48, 48, 54, 54, 55, 56, 59, 59, 54, 48, 41, 0]
[0, 67, 65, 63, 56, 49, 43, 32, 35, 35, 21, 19, 29, 21, 10, 26, 47, 54, 48, 41, 42, 51, 54, 48, 45, 43, 42, 42, 42, 41, 45, 45, 48, 54, 56, 54, 48, 45, 45, 45, 45, 48, 45, 45, 48, 54, 56, 56, 56, 56, 56, 56, 54, 49, 43, 47, 48, 52, 65, 69, 69, 68, 67, 64, 58, 56, 56, 56, 56, 54, 53, 55, 53, 56, 61, 61, 61, 63, 63, 62, 59, 54, 52, 51, 48, 47, 36, 26, 26, 29, 29, 27, 21, 21, 29, 19, 29, 41, 26, 26, 48, 45, 54, 56, 45, 45, 54, 54, 57, 64, 57, 48, 41, 38, 32, 47, 54, 60, 60, 51, 47, 48, 48, 48, 54, 54, 45, 36, 10, 21, 26, 32, 41, 57, 64, 66, 68, 60, 48, 47, 35, 32, 41, 45, 48, 54, 54, 60, 67, 63, 54, 52, 36, 29, 27, 26, 26, 29, 35, 42, 48, 35, 32, 43, 49, 54, 56, 54, 53, 54, 57, 57, 59, 63, 67, 69, 68, 68, 70, 72, 75, 78, 77, 76, 76, 74, 72, 69, 68, 68, 66, 60, 41, 10, 32, 47, 48, 32, 43, 54, 52, 54, 54, 32, 36, 54, 45, 45, 61, 56, 54, 57, 51, 60, 69, 68, 68, 71, 69, 63, 63, 65, 70, 72, 72, 72, 73, 72, 73, 74, 73, 71, 69, 68, 68, 68, 68, 68, 68, 69, 69, 69, 68, 65, 64, 67, 68, 67, 64, 56, 49, 51, 48, 57, 64, 69, 72, 69, 66, 68, 62, 52, 48, 45, 45, 43, 42, 47, 54, 48, 48, 54, 54, 54, 54, 51, 47, 48, 35, 35, 48, 35, 35, 48, 35, 35, 48, 41, 41, 45, 45, 41, 41, 47, 51, 51, 41, 32, 26, 0]
[0, 49, 43, 36, 29, 35, 35, 26, 35, 35, 26, 27, 32, 32, 21, 36, 51, 54, 48, 45, 48, 51, 54, 48, 45, 45, 48, 48, 48, 45, 45, 45, 49, 54, 56, 54, 49, 45, 45, 45, 48, 53, 49, 45, 49, 54, 56, 56, 56, 56, 56, 56, 57, 57, 54, 52, 54, 60, 69, 70, 68, 67, 68, 67, 61, 56, 56, 56, 54, 49, 49, 57, 62, 63, 64, 64, 63, 63, 63, 61, 58, 56, 54, 52, 48, 43, 32, 26, 26, 29, 29, 21, 10, 10, 27, 27, 32, 45, 32, 36, 53, 48, 49, 54, 45, 48, 59, 57, 57, 64, 57, 48, 42, 32, 38, 47, 53, 57, 57, 36, 32, 45, 45, 45, 48, 49, 48, 43, 21, 10, 29, 41, 49, 62, 66, 64, 64, 54, 41, 41, 35, 36, 43, 45, 48, 54, 54, 60, 64, 56, 45, 45, 26, 26, 26, 10, 21, 36, 42, 41, 48, 35, 36, 47, 48, 45, 45, 49, 53, 48, 42, 42, 46, 47, 52, 58, 57, 57, 61, 64, 70, 75, 75, 75, 76, 75, 74, 73, 74, 75, 74, 73, 68, 54, 32, 38, 38, 26, 29, 54, 54, 56, 56, 32, 36, 57, 52, 54, 65, 60, 60, 65, 64, 69, 72, 71, 71, 72, 68, 63, 68, 70, 72, 73, 72, 71, 72, 71, 71, 72, 69, 65, 63, 62, 63, 63, 63, 64, 67, 68, 66, 65, 63, 60, 64, 68, 70, 69, 68, 64, 60, 60, 61, 66, 68, 71, 71, 67, 65, 66, 57, 48, 43, 36, 41, 45, 48, 51, 54, 48, 48, 54, 54, 54, 54, 47, 41, 48, 35, 35, 48, 35, 35, 48, 35, 35, 48, 42, 36, 38, 32, 26, 35, 48, 48, 42, 26, 29, 26, 0]
